"ID"	"n"	"zona"	"zondesc"	"area1"	"area2"	"area3"	"area4"	"fixa1"	"ordenT1"	"sumFixa1"	"fixa2"	"ordenT2"	"sumFixa2"	"fixa3"	"ordenT3"	"sumFixa3"	"fixa4"	"ordenT4"	"sumFixa4"	"CalTarea1"	"CalTarea2"	"CalTarea3"	"CalTarea4"	"fecha"	"duracion"	"Task1"	"Task2"	"Task3"	"Task4"	"secExplora"	"secBusca"	"secCompra"	"secPostC"	"secZapa"	"secTele"	"secBoli"	"secHd"	"CompraZapatillas"	"CompraTeléfonos"	"CompraBolígrafos"	"CompraHD"	"FreqZapatillas"	"FreqTeléfonos"	"FreqBolígrafos"	"FreqHD"	"CompraOnlineZapatillas"	"CompraOnlineTeléfonos"	"CompraOnlineBolígrafos"	"CompraOnlineHD"	"FreqOnlineZapatillas"	"FreqOnlineTeléfonos"	"FreqOnlineBolígrafos"	"FreqOnlineHD"	"FreqOnlineZapatillas.1"	"FreqOnlineTeléfonos.1"	"FreqOnlineBolígrafos.1"	"FreqOnlineHD.1"	"ConoZapatillas"	"ConoTelefonos"	"Conobolis"	"ConoHDs"	"impliZapatillas"	"impliTelefonos"	"implibolis"	"impliHDs"	"interZapatillas"	"interTelefonos"	"interbolis"	"interHDs"	"precioZapatillas"	"marcaZapatillas"	"pagoZapatillas"	"devolZapatillas"	"envioZapatillas"	"seguiZapatillas"	"precioTelefonos"	"marcaTelefonos"	"pagoTelefonos"	"devolTelefonos"	"envioTelefonos"	"seguiTelefonos"	"preciobolis"	"marcabolis"	"pagobolis"	"devolbolis"	"enviobolis"	"seguibolis"	"precioHDs"	"marcaHDs"	"pagoHDs"	"devolHDs"	"envioHDs"	"seguiHDs"	"BuscaOnline"	"CompraOnline"	"Sexo"	"Edad"	"Educación"	"Ocupación.Principal"	"FixExplora"	"FixSearch"	"FixCompra"	"FixPost"	"TFixExplora"	"TFixSearch"	"TFixCompra"	"TFixPost"	"OrdenExplora"	"OrdenSearch"	"OrdenCompra"	"OrdenPost"
"R_0dB87jWk6mjl5gB"	1	-99	"novalid"	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"R_0dB87jWk6mjl5gB"	1	62	"sel62"	28648.2573524698	28648.2573524698	28648.2573524698	26148.0458017088	1	"62"	33	1	"59"	1	NA	NA	NA	4	"78"	18	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	1	4	1	NA	33	18	1	NA	21	23	22	NA
"R_0dB87jWk6mjl5gB"	1	23	"sel23"	9660.94518017597	8305.90351854088	9660.94518017597	8305.90351854088	1	"71"	6	1	"61"	26	4	"5"	19	1	"31"	3	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	1	1	1	4	6	3	26	19	23	10	24	14
"R_0dB87jWk6mjl5gB"	1	2	"zona2"	48324.375	48324.375	48324.375	48324.375	2	"42"	20	1	"12"	22	NA	NA	NA	NA	NA	NA	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	2	NA	1	NA	20	NA	22	NA	17	NA	6	NA
"R_0dB87jWk6mjl5gB"	1	83	"sel83"	9660.94518017598	8305.90351854085	9660.94518017598	9660.94518017598	NA	NA	NA	1	"101"	6	1	"52"	3	5	"93"	6	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	NA	5	1	1	NA	6	6	3	NA	27	3	15
"R_0dB87jWk6mjl5gB"	1	4	"zona4"	31075.3125	31075.3125	31075.3125	31075.3125	2	"34"	18	7	"133"	7	NA	NA	NA	1	"22"	3	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	2	1	7	NA	18	3	7	NA	15	7	9	NA
"R_0dB87jWk6mjl5gB"	1	5	"zona5"	31075.3125	31075.3125	31075.3125	31075.3125	6	"33"	6	NA	NA	NA	1	"1"	1	1	"20"	1	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	6	1	NA	1	6	1	NA	1	14	6	NA	1
"R_0dB87jWk6mjl5gB"	1	6	"zona6"	31075.3125	31075.3125	31075.3125	31075.3125	NA	NA	NA	1	"8"	1	NA	NA	NA	NA	NA	NA	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	NA	NA	1	NA	NA	NA	1	NA	NA	NA	25	NA
"R_0dB87jWk6mjl5gB"	1	11	"sel11"	8280.81015443652	12710.5493238277	8280.81015443652	12710.5493238277	2	"45"	4	6	"10"	6	3	"85"	18	1	"3"	1	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	2	1	6	3	4	1	6	18	18	8	2	21
"R_0dB87jWk6mjl5gB"	1	61	"sel61"	8280.81015443653	8280.81015443653	8280.81015443653	12710.5493238277	1	"63"	2	1	"60"	13	2	"3"	6	7	"36"	8	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	1	7	1	2	2	8	13	6	22	12	23	10
"R_0dB87jWk6mjl5gB"	1	0	"nodef"	0	0	0	0	1	"1"	50	1	"3"	123	1	"4"	28	3	"11"	22	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	1	3	1	1	50	22	123	28	1	3	15	11
"R_0dB87jWk6mjl5gB"	1	63	"sel63"	9660.94518017597	9660.94518017597	9660.94518017597	8305.90351854085	2	"87"	6	5	"54"	13	NA	NA	NA	1	"82"	5	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	2	1	5	NA	6	5	13	NA	24	25	21	NA
"R_0dB87jWk6mjl5gB"	1	71	"sel71"	8280.81015443654	12710.5493238277	8280.81015443654	12710.5493238277	NA	NA	NA	1	"83"	16	1	"21"	20	2	"37"	5	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	NA	2	1	1	NA	5	16	20	NA	13	26	7
"R_0dB87jWk6mjl5gB"	1	31	"sel31"	8280.81015443654	12710.5493238277	8280.81015443654	12710.5493238277	1	"98"	1	1	"122"	1	NA	NA	NA	2	"71"	5	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	1	2	1	NA	1	5	1	NA	26	22	7	NA
"R_0dB87jWk6mjl5gB"	1	99	"perdido"	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"R_0dB87jWk6mjl5gB"	1	1	"zona1"	177977.25	177977.25	177977.25	177977.25	2	"24"	44	1	"1"	9	1	"74"	2	1	"2"	1	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	2	1	1	1	44	1	9	2	8	5	1	19
"R_0dB87jWk6mjl5gB"	1	41	"sel41"	8280.81015443654	8280.81015443654	8280.81015443654	8280.81015443654	2	"96"	2	NA	NA	NA	1	"104"	1	NA	NA	NA	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	2	NA	NA	1	2	NA	NA	1	25	NA	NA	3
"R_0dB87jWk6mjl5gB"	1	82	"sel82"	28648.2573524698	26148.0458017089	28648.2573524698	28648.2573524698	6	"26"	15	1	"98"	10	1	"53"	42	21	"43"	38	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	6	21	1	1	15	38	10	42	9	15	30	16
"R_0dB87jWk6mjl5gB"	1	72	"sel72"	28648.2573524698	26148.0458017089	28648.2573524698	26148.0458017089	1	"27"	7	3	"95"	10	2	"22"	28	1	"38"	40	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	1	1	3	2	7	40	10	28	10	14	29	8
"R_0dB87jWk6mjl5gB"	1	32	"sel32"	28648.2573524698	26148.0458017089	28648.2573524698	26148.0458017089	3	"13"	36	1	"88"	14	2	"44"	24	7	"44"	37	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	3	7	1	2	36	37	14	24	4	16	28	12
"R_0dB87jWk6mjl5gB"	1	33	"sel33"	9660.94518017598	8305.90351854088	9660.94518017598	8305.90351854088	1	"12"	4	2	"87"	19	1	"28"	5	NA	NA	NA	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	1	NA	2	1	4	NA	19	5	3	NA	27	9
"R_0dB87jWk6mjl5gB"	1	73	"sel73"	9660.94518017598	8305.90351854085	9660.94518017598	8305.90351854085	NA	NA	NA	4	"106"	12	1	"45"	4	14	"81"	21	1	1	1	1	"2018-05-10 09:26:57"	1049	"explor"	"purchase"	"post"	"search"	14.036	11.074	16.684	10.693	14.036	16.684	10.693	11.074	"No"	"No"	"No"	"No"	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	3	2	6	5	4	4	5	5	5	4	5	3	4	5	4	3	6	4	5	3	4	3	3	2	1	2	1	1	5	4	5	6	5	4	8	8	"Hombre"	24	"Estudios universitarios"	"Estudiante"	NA	14	4	1	NA	21	12	4	NA	24	4	13
